,model,forecast_date,target,target_end_date,state,actual,quantile_0.025,quantile_0.975
554,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Maryland,2837,2157,3714
555,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Massachusetts,8911,6681,12225
556,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Michigan,4070,3377,5339
557,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Alabama,284,224,422
558,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Alaska,15,15,20
559,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Arizona,452,305,708
560,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Arkansas,73,49,99
561,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,California,5239,4068,8999
562,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Colorado,891,696,1094
563,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Connecticut,4239,3072,5630
564,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Delaware,974,645,1546
565,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Florida,3679,2831,5146
566,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Georgia,1250,1067,1553
567,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Hawaii,17,12,37
568,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Idaho,60,50,115
569,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Illinois,6051,3658,7714
570,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Indiana,1365,1000,1753
571,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Iowa,167,125,231
572,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Oregon,152,103,232
573,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Pennsylvania,5882,4521,8103
574,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Rhode Island,184,85,518
575,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,South Carolina,396,269,565
576,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,South Dakota,524,222,803
577,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Tennessee,481,314,731
578,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Texas,1543,1308,2297
579,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Utah,215,98,371
580,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Vermont,49,43,69
581,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Virginia,1167,859,1495
582,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Washington,1596,1247,2408
583,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,West Virginia,19,19,30
584,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Wisconsin,426,342,636
585,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Wyoming,1,1,9
586,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Minnesota,402,267,628
587,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Mississippi,181,156,226
588,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Missouri,678,395,1052
589,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Montana,13,11,34
590,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Nebraska,15,6,30
591,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Nevada,265,211,494
592,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,New Hampshire,203,147,315
593,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,New Jersey,13208,10314,17787
594,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,New Mexico,111,87,177
595,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,New York,37092,28984,46650
596,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,North Carolina,296,240,398
597,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,North Dakota,9,9,14
598,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Ohio,1595,1256,2077
599,CU 20% contact reduction,4/20/2020,4 wk ahead cum death,5/16/2020,Oklahoma,171,145,220
600,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Alabama,226,168,425
601,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Alabama,276,174,635
602,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Alabama,289,174,686
603,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Alabama,290,174,693
604,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Delaware,103,76,200
605,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Delaware,128,76,305
606,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Delaware,135,76,334
607,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Delaware,136,76,338
608,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,District of Columbia,146,112,258
609,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,District of Columbia,188,119,408
610,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,District of Columbia,207,121,475
611,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,District of Columbia,213,121,495
612,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Florida,1032,877,1386
613,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Florida,1263,930,2048
614,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Florida,1410,953,2522
615,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Florida,1487,962,2778
616,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Georgia,1011,815,1545
617,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Georgia,1343,872,2605
618,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Georgia,1623,911,3577
619,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Georgia,1814,929,4358
620,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Hawaii,23,11,65
621,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Hawaii,26,11,82
622,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Hawaii,26,11,82
623,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Hawaii,26,11,82
624,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Idaho,53,45,81
625,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Idaho,59,45,110
626,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Idaho,61,45,119
627,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Idaho,61,45,121
628,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Illinois,1748,1429,2534
629,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Illinois,2026,1485,3358
630,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Illinois,2087,1495,3559
631,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Illinois,2093,1495,3581
632,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Indiana,746,602,1226
633,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Indiana,886,627,1708
634,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Indiana,926,635,1843
635,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Indiana,930,635,1862
636,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Iowa,119,84,235
637,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Iowa,187,91,505
638,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Iowa,263,98,790
639,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Iowa,333,105,1075
640,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Alaska,15,9,33
641,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Alaska,17,9,43
642,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Alaska,17,9,43
643,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Alaska,17,9,43
644,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Kansas,134,107,227
645,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Kansas,178,114,387
646,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Kansas,215,118,507
647,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Kansas,241,118,596
648,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Kentucky,230,174,416
649,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Kentucky,325,194,737
650,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Kentucky,398,204,991
651,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Kentucky,440,208,1155
652,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Louisiana,1526,1390,1857
653,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Louisiana,1661,1425,2254
654,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Louisiana,1698,1432,2374
655,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Louisiana,1704,1432,2397
656,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Maine,45,35,76
657,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Maine,52,35,111
658,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Maine,53,35,120
659,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Maine,53,35,120
660,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Maryland,826,617,1548
661,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Maryland,1039,653,2308
662,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Maryland,1103,663,2553
663,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Maryland,1111,663,2588
664,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Massachusetts,2456,1814,4279
665,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Massachusetts,3271,1956,7016
666,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Massachusetts,3693,2016,8501
667,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Massachusetts,3847,2036,9154
668,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Michigan,2954,2572,4056
669,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Michigan,3285,2643,5120
670,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Michigan,3355,2657,5366
671,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Michigan,3361,2657,5390
672,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Minnesota,193,148,350
673,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Minnesota,250,155,581
674,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Minnesota,284,160,703
675,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Minnesota,297,160,760
676,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Mississippi,234,174,466
677,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Mississippi,320,181,844
678,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Mississippi,374,188,1050
679,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Mississippi,394,188,1131
680,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Missouri,255,210,387
681,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Missouri,314,223,575
682,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Missouri,352,230,701
683,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Missouri,373,231,781
684,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Montana,14,11,26
685,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Montana,14,11,28
686,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Montana,14,11,28
687,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Montana,14,11,28
688,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Nebraska,50,33,108
689,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Nebraska,83,35,247
690,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Nebraska,122,42,416
691,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Nebraska,163,49,590
692,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Nevada,197,164,308
693,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Nevada,229,170,424
694,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Nevada,239,170,458
695,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Nevada,240,170,463
696,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,New Hampshire,55,42,95
697,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,New Hampshire,67,42,145
698,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,New Hampshire,70,42,162
699,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,New Hampshire,70,42,165
700,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,New Jersey,5735,4832,7784
701,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,New Jersey,6742,5066,10646
702,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,New Jersey,7058,5119,11702
703,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,New Jersey,7112,5126,11913
704,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,New Mexico,79,58,152
705,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,New Mexico,96,58,224
706,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,New Mexico,103,58,258
707,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,New Mexico,105,58,267
708,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,New York,21014,18392,27072
709,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,New York,23035,18807,33098
710,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,New York,23631,18899,35092
711,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,New York,23732,18911,35466
712,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,North Carolina,280,223,467
713,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,North Carolina,308,225,587
714,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,North Carolina,310,225,597
715,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,North Carolina,310,225,597
716,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,North Dakota,28,9,84
717,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,North Dakota,62,9,226
718,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,North Dakota,104,9,408
719,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,North Dakota,148,9,596
720,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Ohio,666,525,1115
721,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Ohio,758,536,1453
722,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Ohio,770,537,1500
723,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Ohio,771,537,1502
724,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Arizona,251,196,464
725,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Arizona,327,206,765
726,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Arizona,387,214,990
727,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Arizona,430,220,1177
728,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Oklahoma,181,148,291
729,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Oklahoma,229,155,456
730,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Oklahoma,265,161,571
731,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Oklahoma,287,161,659
732,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Oregon,91,80,126
733,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Oregon,108,84,180
734,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Oregon,117,84,213
735,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Oregon,120,84,228
736,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Pennsylvania,1776,1404,3025
737,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Pennsylvania,2150,1462,4405
738,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Pennsylvania,2290,1482,4919
739,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Pennsylvania,2320,1484,5033
740,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Rhode Island,262,165,651
741,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Rhode Island,418,179,1366
742,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Rhode Island,523,189,1828
743,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Rhode Island,566,192,1998
744,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,South Carolina,160,128,253
745,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,South Carolina,205,135,399
746,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,South Carolina,235,142,506
747,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,South Carolina,252,143,577
748,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,South Dakota,10,7,18
749,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,South Dakota,19,7,54
750,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,South Dakota,36,7,126
751,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,South Dakota,57,7,217
752,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Tennessee,184,152,286
753,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Tennessee,218,152,424
754,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Tennessee,232,152,477
755,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Tennessee,235,152,491
756,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Texas,692,522,1311
757,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Texas,916,550,2199
758,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Texas,1061,569,2771
759,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Texas,1132,576,3086
760,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Utah,64,38,154
761,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Utah,110,44,343
762,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Utah,153,45,537
763,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Utah,185,45,674
764,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Arkansas,55,41,99
765,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Arkansas,75,41,183
766,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Arkansas,94,41,258
767,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Arkansas,109,41,325
768,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Vermont,41,38,53
769,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Vermont,43,38,62
770,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Vermont,43,38,64
771,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Vermont,43,38,64
772,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Virginia,434,320,807
773,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Virginia,597,347,1374
774,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Virginia,702,365,1730
775,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Virginia,751,371,1920
776,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Washington,713,674,800
777,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Washington,755,682,930
778,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Washington,773,683,999
779,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Washington,778,683,1022
780,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,West Virginia,31,24,58
781,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,West Virginia,34,24,75
782,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,West Virginia,35,24,76
783,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,West Virginia,35,24,76
784,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Wisconsin,279,240,374
785,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Wisconsin,322,248,499
786,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Wisconsin,337,250,550
787,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Wisconsin,340,250,561
788,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Wyoming,25,2,69
789,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Wyoming,139,34,504
790,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Wyoming,231,44,907
791,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Wyoming,243,44,945
792,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,California,1508,1290,2002
793,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,California,1698,1333,2556
794,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,California,1740,1340,2687
795,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,California,1743,1340,2701
796,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Colorado,513,441,683
797,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Colorado,600,460,929
798,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Colorado,638,467,1049
799,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Colorado,648,467,1086
800,IHME,4/20/2020,1 wk ahead cum death,4/25/2020,Connecticut,1850,1430,2796
801,IHME,4/20/2020,2 wk ahead cum death,5/2/2020,Connecticut,2428,1539,4308
802,IHME,4/20/2020,3 wk ahead cum death,5/9/2020,Connecticut,2735,1587,5245
803,IHME,4/20/2020,4 wk ahead cum death,5/16/2020,Connecticut,2848,1602,5694
804,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Alabama,198,165,322
805,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Alaska,10,9,21
806,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Arizona,248,200,404
807,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Arkansas,44,39,105
808,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,California,1659,1408,1983
809,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Colorado,547,462,753
810,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Connecticut,1384,1156,2900
811,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Delaware,81,67,212
812,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,District of Columbia,132,104,228
813,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Florida,1008,856,1378
814,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Georgia,884,756,1186
815,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Hawaii,11,10,20
816,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Idaho,48,44,98
817,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Illinois,1763,1433,2594
818,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Indiana,765,618,1208
819,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Iowa,120,87,216
820,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Kansas,110,94,279
821,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Kentucky,197,157,339
822,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Louisiana,1404,1298,3394
823,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Maine,38,34,95
824,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Maryland,649,515,1018
825,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Massachusetts,2608,2120,3322
826,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Michigan,2768,2435,5173
827,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Minnesota,187,144,372
828,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Mississippi,193,161,541
829,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Missouri,229,200,607
830,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Montana,10,10,18
831,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Nebraska,42,30,97
832,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Nevada,194,166,300
833,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,New Hampshire,52,40,103
834,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,New Jersey,5992,4951,8361
835,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,New Mexico,73,57,149
836,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,New York,23916,20924,27773
837,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,North Carolina,286,225,465
838,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,North Dakota,11,9,41
839,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Ohio,777,530,1769
840,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Oklahoma,163,143,290
841,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Oregon,92,79,122
842,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Pennsylvania,1923,1513,2837
843,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Puerto Rico,77,64,141
844,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Rhode Island,219,160,504
845,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,South Carolina,150,127,221
846,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,South Dakota,11,8,25
847,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Tennessee,184,156,278
848,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Texas,655,546,914
849,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Utah,32,27,62
850,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Vermont,40,38,64
851,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Virginia,408,315,662
852,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,U.S. Virgin Islands,3,3,6
853,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Washington,730,678,813
854,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,West Virginia,20,18,52
855,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Wisconsin,277,231,452
856,LANL,4/20/2020,1 wk ahead cum death,4/25/2020,Wyoming,2,2,5
857,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Alabama,240,173,533
858,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Alaska,11,9,31
859,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Arizona,325,217,724
860,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Arkansas,49,39,183
861,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,California,2209,1591,3241
862,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Colorado,690,502,1221
863,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Connecticut,1653,1181,5154
864,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Delaware,96,68,399
865,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,District of Columbia,171,111,411
866,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Florida,1241,912,2100
867,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Georgia,1086,805,1872
868,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Hawaii,12,10,30
