model,forecast_date,target,target_end_date,state,actual,quantile_0.025,quantile_0.975
CU 30% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,New Jersey,5779,3165.0,10659.0
CU 30% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,New Mexico,85,11.0,452.0
CU 30% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,New York,26557,16338.0,41581.0
CU 30% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,North Carolina,652,258.0,1902.0
CU 30% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Ohio,363,114.0,1189.0
CU 30% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,North Dakota,0,0.0,169.0
CU 30% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Oklahoma,154,29.0,507.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Kansas,139,25.0,984.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Louisiana,1135,437.0,3308.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Kentucky,360,36.0,1985.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Maine,144,21.0,1039.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Maryland,587,160.0,1724.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Massachusetts,2952,1772.0,6521.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Michigan,5726,2323.0,14233.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Alabama,391,89.0,1326.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Alaska,64,0.0,424.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Arizona,1267,297.0,3850.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Arkansas,69,1.0,474.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,California,4096,1549.0,13798.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Colorado,1277,521.0,3925.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Connecticut,1793,689.0,4109.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Delaware,81,12.0,446.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Florida,3645,1289.0,11236.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Georgia,1195,365.0,3811.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Hawaii,40,4.0,323.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Idaho,2,0.0,81.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Illinois,3077,1114.0,13467.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Indiana,702,187.0,2005.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Iowa,284,43.0,1768.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Oregon,582,108.0,1998.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Pennsylvania,2343,899.0,5709.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Rhode Island,135,43.0,326.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,South Carolina,397,118.0,1537.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,South Dakota,196,0.0,1712.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Tennessee,909,274.0,2288.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Texas,1608,557.0,5748.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Utah,197,50.0,753.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Vermont,352,59.0,1330.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Virginia,949,191.0,3454.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Washington,1911,713.0,5517.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,West Virginia,16,0.0,440.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Wisconsin,830,185.0,2449.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Wyoming,12,0.0,377.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Minnesota,448,101.0,3715.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Mississippi,197,24.0,958.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Missouri,729,278.0,1862.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Montana,202,18.0,808.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Nebraska,62,2.0,589.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Nevada,157,38.0,1088.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,New Hampshire,343,60.0,1717.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,New Jersey,6805,3528.0,12531.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,New Mexico,128,14.0,620.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,New York,29979,17982.0,45743.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,North Carolina,1051,324.0,3385.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,North Dakota,0,0.0,325.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Ohio,518,147.0,1914.0
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Oklahoma,241,37.0,1072.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Alabama,75,38.0,214.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Alaska,20,0.0,46.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Arizona,348,133.0,632.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Arkansas,19,1.0,70.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,California,1782,865.0,4134.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Colorado,499,274.0,1026.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Connecticut,737,375.0,1413.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Delaware,41,7.0,122.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Florida,1405,652.0,3048.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Georgia,385,194.0,963.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Hawaii,19,4.0,104.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Idaho,0,0.0,14.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Illinois,1374,641.0,3744.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Indiana,201,92.0,513.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Iowa,32,5.0,146.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Kansas,38,14.0,127.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Kentucky,53,14.0,190.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Louisiana,573,303.0,1446.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Maine,37,10.0,99.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Maryland,241,105.0,659.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Massachusetts,1352,981.0,2488.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Michigan,2185,1228.0,4987.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Minnesota,70,23.0,304.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Mississippi,20,5.0,80.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Missouri,238,133.0,504.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Montana,32,6.0,77.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Nebraska,8,1.0,67.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Nevada,67,29.0,215.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,New Hampshire,52,23.0,250.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,New Jersey,3092,1991.0,5650.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,New Mexico,27,5.0,167.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,New York,16142,10815.0,24750.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,North Carolina,242,112.0,571.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,North Dakota,0,0.0,20.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Ohio,170,75.0,517.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Oklahoma,60,14.0,153.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Oregon,128,44.0,308.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Pennsylvania,1004,485.0,2138.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Rhode Island,55,27.0,135.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,South Carolina,115,49.0,373.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,South Dakota,16,0.0,183.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Tennessee,264,126.0,551.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Texas,493,283.0,1035.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Utah,82,31.0,247.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Vermont,65,19.0,150.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Virginia,133,47.0,411.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Washington,724,379.0,1742.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,West Virginia,0,0.0,20.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Wisconsin,231,93.0,540.0
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Wyoming,2,0.0,38.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Alabama,191,88.0,694.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Alaska,41,1.0,153.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Arizona,785,251.0,1852.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Montana,80,12.0,283.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Nebraska,17,1.0,170.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Nevada,125,39.0,487.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,New Hampshire,132,47.0,682.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,New Jersey,5981,3274.0,11799.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,New Mexico,60,9.0,367.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,New York,27762,17026.0,44611.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Kansas,88,28.0,393.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Kentucky,125,24.0,517.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Louisiana,1070,456.0,3126.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Arkansas,44,2.0,190.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,California,3302,1350.0,11673.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Colorado,1040,468.0,2919.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Connecticut,1548,648.0,3326.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Delaware,75,17.0,340.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Maine,91,23.0,388.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Maryland,476,166.0,1494.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Massachusetts,2655,1655.0,5743.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Michigan,4907,2128.0,11715.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Minnesota,169,49.0,944.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Mississippi,67,16.0,241.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Missouri,528,236.0,1320.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,North Carolina,618,245.0,1676.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,North Dakota,0,0.0,77.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Ohio,357,125.0,1288.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Oklahoma,139,26.0,489.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Florida,3079,1156.0,8015.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Georgia,796,319.0,2647.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Hawaii,38,5.0,247.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Idaho,1,0.0,35.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Illinois,2697,1085.0,10068.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Indiana,440,158.0,1261.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Iowa,96,11.0,406.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Oregon,290,81.0,917.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Pennsylvania,1992,820.0,5629.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Rhode Island,122,51.0,295.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,South Carolina,264,105.0,1001.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,South Dakota,48,0.0,504.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Tennessee,573,196.0,1361.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Texas,1085,524.0,2700.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Utah,174,54.0,588.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Vermont,162,37.0,506.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Virginia,332,115.0,1249.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Washington,1152,499.0,3636.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,West Virginia,1,0.0,79.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Wisconsin,554,160.0,1441.0
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Wyoming,7,0.0,92.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Kansas,163,50.0,825.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Kentucky,238,42.0,1160.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Louisiana,1741,589.0,5480.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Maine,187,46.0,1006.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Maryland,802,251.0,2626.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Massachusetts,4407,2310.0,10279.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Michigan,8507,2829.0,20316.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Minnesota,370,93.0,2303.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Mississippi,176,29.0,619.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Missouri,945,373.0,2717.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Montana,163,23.0,627.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Nebraska,37,1.0,351.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Nevada,211,46.0,1021.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,New Hampshire,304,70.0,1590.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Alabama,415,133.0,1614.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Alaska,74,6.0,323.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Arizona,1505,363.0,4628.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Arkansas,85,4.0,398.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,California,5695,1944.0,21557.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Colorado,1886,701.0,5479.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Connecticut,2693,993.0,6029.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Delaware,129,23.0,743.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Florida,5593,1692.0,16394.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Georgia,1440,474.0,5209.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Hawaii,69,5.0,560.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Idaho,6,0.0,68.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Illinois,4267,1412.0,19566.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Indiana,844,229.0,2500.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Iowa,219,29.0,934.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Oregon,611,153.0,2205.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Pennsylvania,3379,1117.0,10377.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Rhode Island,214,74.0,583.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,South Carolina,546,167.0,2435.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,South Dakota,92,0.0,888.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Tennessee,1054,291.0,2764.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Texas,2061,806.0,6123.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Utah,297,81.0,1136.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Vermont,331,61.0,1058.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Virginia,709,211.0,2633.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Washington,1956,690.0,7269.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,West Virginia,8,0.0,211.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Wisconsin,986,233.0,3074.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Wyoming,19,0.0,250.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,New Jersey,9578,4554.0,19189.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,New Mexico,120,14.0,783.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,New York,38296,22772.0,60775.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,North Carolina,1310,469.0,3949.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Ohio,634,192.0,2808.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,North Dakota,0,0.0,211.0
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Oklahoma,274,46.0,1150.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Kansas,250,70.0,1275.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Louisiana,2565,775.0,7958.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Kentucky,397,43.0,1951.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Maine,326,61.0,1744.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Maryland,1232,272.0,4571.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Massachusetts,6306,2837.0,15052.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Michigan,12172,3954.0,27494.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Alabama,748,177.0,3037.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Alaska,111,9.0,574.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Arizona,2385,390.0,8716.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Arkansas,131,4.0,796.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,California,8750,2577.0,34606.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Colorado,2969,879.0,8390.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Connecticut,3926,1284.0,8499.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Delaware,192,28.0,1290.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Florida,8559,2507.0,26391.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Georgia,2274,564.0,8469.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Hawaii,123,5.0,1094.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Idaho,17,0.0,143.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Illinois,5967,1816.0,29646.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Indiana,1358,314.0,4030.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Iowa,400,64.0,1625.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Oregon,1115,267.0,4342.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Pennsylvania,4807,1464.0,15216.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Rhode Island,326,99.0,924.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,South Carolina,954,265.0,3846.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,South Dakota,132,0.0,1122.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Tennessee,1646,435.0,4615.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Texas,3321,1076.0,11402.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Utah,437,98.0,1789.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Vermont,545,89.0,1638.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Virginia,1253,283.0,4448.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Washington,2943,894.0,12448.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,West Virginia,21,0.0,348.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Wisconsin,1510,317.0,4926.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Wyoming,40,0.0,479.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Minnesota,687,158.0,3883.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Mississippi,356,51.0,1334.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Missouri,1453,481.0,4729.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Montana,295,47.0,1055.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Nebraska,51,2.0,614.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Nevada,358,56.0,1893.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,New Hampshire,507,109.0,2830.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,New Jersey,13184,5697.0,25321.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,New Mexico,198,14.0,1549.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,New York,46447,26331.0,71904.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,North Carolina,2247,638.0,7510.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,North Dakota,0,0.0,359.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Ohio,1052,255.0,4852.0
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Oklahoma,431,80.0,2170.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Alabama,148,96.0,330.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Alabama,226,106.0,598.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Alabama,293,119.0,768.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Alabama,331,126.0,886.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Delaware,54,36.0,137.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Delaware,68,36.0,195.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Delaware,74,36.0,220.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Delaware,74,36.0,225.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,District of Columbia,77,53.0,176.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,District of Columbia,100,56.0,263.0
